created_at;id;id_str;text;source;truncated;in_reply_to_status_id;in_reply_to_status_id_str;in_reply_to_user_id;in_reply_to_user_id_str;in_reply_to_screen_name;geo;coordinates;place;contributors;quoted_status_id;quoted_status_id_str;quoted_status;quoted_status_permalink;is_quote_status;filter_level;lang;timestamp_ms;user_id;user_id_str;user_screen_name;user_location;user_description;user_protected;user_verified;user_followers_count;user_friends_count;user_created_at;entities_screen_name;entities_name;entities_id;entities_id_str
Tue Feb 01 12:10:06 +0000 2022;1488484803691352068;1488484803691352068;RT @marcelinothe1st: Pessoal, siga aqui o Causa Liberal.;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";False;;;;;;;;;;1488478270421180416;1488478270421180416;1488478270421180416;;True;low;pt;1643717406567;1488322187836723203;1488322187836723203;LiberalCausa;Brasil;O causa Liberal, é um meio de comunicação virtual, com intuito de defender e espalhar os ideiais liberais.;False;False;10;19;Tue Feb 01 01:24:47 +0000 2022;marcelinothe1st;Marcos Santos 🇦🇽🇪🇺🇺🇳;207245733;207245733
