created_at;id;id_str;text;source;truncated;in_reply_to_status_id;in_reply_to_status_id_str;in_reply_to_user_id;in_reply_to_user_id_str;in_reply_to_screen_name;geo;coordinates;place;contributors;is_quote_status;extended_entities;possibly_sensitive;filter_level;lang;timestamp_ms;user_id;user_id_str;user_screen_name;user_location;user_description;user_protected;user_verified;user_followers_count;user_friends_count;user_created_at;entities_screen_name;entities_name;entities_id;entities_id_str
Tue Feb 01 12:04:52 +0000 2022;1488483485832597507;1488483485832597507;RT @carlosjordy: Presidente Bolsonaro chega em Campos dos Goytacazes. Essa é a verdadeira pesquisa, a rua! https://t.co/UUNjb1M8GH;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";False;;;;;;;;;;False;;False;low;pt;1643717092365;1129178722966413315;1129178722966413315;HumbertoAntun12;;Sou Poeta, Compositor e gosto de jogos de Inteligência!;False;False;418;642;Fri May 17 00:16:01 +0000 2019;carlosjordy;Carlos Jordy;82271629;82271629
