created_at;id;id_str;text;source;truncated;in_reply_to_status_id;in_reply_to_status_id_str;in_reply_to_user_id;in_reply_to_user_id_str;in_reply_to_screen_name;geo;coordinates;place;contributors;is_quote_status;filter_level;lang;timestamp_ms;user_id;user_id_str;user_screen_name;user_location;user_description;user_protected;user_verified;user_followers_count;user_friends_count;user_created_at;entities_screen_name;entities_name;entities_id;entities_id_str
Tue Feb 01 12:07:22 +0000 2022;1488484115439575049;1488484115439575049;RT @emirsader: Ao anunciar que não votaria em nenhum dos dois, no caso de um segundo turno entre Lula e Bolsonaro, Ciro se iguala ao Estadã…;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";False;;;;;;;;;;False;low;pt;1643717242475;47650393;47650393;drica_salam;Brasil;"🕉☯️☮


                                                                 to boldly go where no one has gone before 🖖";False;False;783;3389;Tue Jun 16 15:24:49 +0000 2009;emirsader;Emir Sader;34586817;34586817
