created_at;id;id_str;text;source;truncated;in_reply_to_status_id;in_reply_to_status_id_str;in_reply_to_user_id;in_reply_to_user_id_str;in_reply_to_screen_name;geo;coordinates;place;contributors;is_quote_status;possibly_sensitive;filter_level;lang;timestamp_ms;user_id;user_id_str;user_screen_name;user_location;user_description;user_protected;user_verified;user_followers_count;user_friends_count;user_created_at;entities_screen_name;entities_name;entities_id;entities_id_str
Tue Feb 01 12:11:16 +0000 2022;1488485096525074435;1488485096525074435;"RT @OGloboPolitica: O fator Dilma: Bolsonaro e Lula têm planos diferentes para a ex-presidente; entenda
https://t.co/77nRXU55H7 https://t.c…";"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>";False;;;;;;;;;;False;False;low;pt;1643717476384;14372459;14372459;acg747;Salvador/Bahia/Brasil;"jornalista do Portal Onim de boas idéias e do app/blog
acg747top
""O plantio é uma escolha, mas a colheita é obrigatória"".";False;False;1001;3418;Sun Apr 13 02:37:28 +0000 2008;OGloboPolitica;O Globo Política;156719729;156719729
