created_at;id;id_str;text;source;truncated;in_reply_to_status_id;in_reply_to_status_id_str;in_reply_to_user_id;in_reply_to_user_id_str;in_reply_to_screen_name;geo;coordinates;place;contributors;is_quote_status;extended_entities;possibly_sensitive;filter_level;lang;timestamp_ms;user_id;user_id_str;user_screen_name;user_location;user_description;user_protected;user_verified;user_followers_count;user_friends_count;user_created_at;entities_screen_name;entities_name;entities_id;entities_id_str
Tue Feb 01 12:11:04 +0000 2022;1488485047468531717;1488485047468531717;RT @ACideraldo: E msm? Está aí uma coisa que o Bolsonaro não sábia né ? Agora tem efeito né? https://t.co/F9W5M8e2tj;"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>";False;;;;;;;;;;False;;False;low;pt;1643717464688;1062784874250145793;1062784874250145793;DilsonJusticei1;;🇧🇷🇧🇷🇧🇷🇧🇷;False;False;1414;1672;Wed Nov 14 19:10:34 +0000 2018;ACideraldo;Cideraldo Alves;1482712023502921729;1482712023502921729
