created_at;id;id_str;text;source;truncated;in_reply_to_status_id;in_reply_to_status_id_str;in_reply_to_user_id;in_reply_to_user_id_str;in_reply_to_screen_name;geo;coordinates;place;contributors;quoted_status_id;quoted_status_id_str;quoted_status;quoted_status_permalink;is_quote_status;filter_level;lang;timestamp_ms;user_id;user_id_str;user_screen_name;user_location;user_description;user_protected;user_verified;user_followers_count;user_friends_count;user_created_at;entities_screen_name;entities_name;entities_id;entities_id_str
Tue Feb 01 12:06:43 +0000 2022;1488483950423154690;1488483950423154690;RT @DaniloGentili: O que esse vagabundo já fez por SP, o Estado que o elegeu?;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";False;;;;;;;;;;1488167845871726592;1488167845871726592;1488167845871726592;;True;low;pt;1643717203132;1408631156950581252;1408631156950581252;JamiliR4;Petrolina pernabuco;Petrolina_PE🌵;False;False;0;0;Sat Jun 26 03:40:43 +0000 2021;DaniloGentili;Danilo Gentili;14213711;14213711
