created_at;id;id_str;text;source;truncated;in_reply_to_status_id;in_reply_to_status_id_str;in_reply_to_user_id;in_reply_to_user_id_str;in_reply_to_screen_name;geo;coordinates;place;contributors;quoted_status_id;quoted_status_id_str;quoted_status;quoted_status_permalink;is_quote_status;filter_level;lang;timestamp_ms;user_id;user_id_str;user_screen_name;user_location;user_description;user_protected;user_verified;user_followers_count;user_friends_count;user_created_at;entities_screen_name;entities_name;entities_id;entities_id_str
Tue Feb 01 12:03:27 +0000 2022;1488483130524815361;1488483130524815361;RT @Conta5a: Devemos intensificar nossa campanha. 🇧🇷🇧🇷Já deixei de escutar cantores lavradores (bloqueia na tua app de música), conta no It…;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";False;;;;;;;;;;1488169549807636483;1488169549807636483;1488169549807636483;;True;low;pt;1643717007653;506585256;506585256;neriazait;;;False;False;8410;8419;Mon Feb 27 23:52:54 +0000 2012;Conta5a;Carla 5a. Conta;1434482858907869186;1434482858907869186
