created_at;id;id_str;text;source;truncated;in_reply_to_status_id;in_reply_to_status_id_str;in_reply_to_user_id;in_reply_to_user_id_str;in_reply_to_screen_name;geo;coordinates;place;contributors;is_quote_status;extended_entities;possibly_sensitive;filter_level;lang;timestamp_ms;user_id;user_id_str;user_screen_name;user_location;user_description;user_protected;user_verified;user_followers_count;user_friends_count;user_created_at;entities_screen_name;entities_name;entities_id;entities_id_str
Tue Feb 01 12:05:36 +0000 2022;1488483671212445698;1488483671212445698;RT @NiBolsonaro: O sul está com Bolsonaro sempre!!!  Aqui ladrão não entra. https://t.co/0p4MlxvftJ;"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>";False;;;;;;;;;;False;;False;low;pt;1643717136563;1297221395655602176;1297221395655602176;JuniorRonneymar;;;False;False;168;180;Sat Aug 22 17:17:49 +0000 2020;NiBolsonaro;Ni;66866450;66866450
