created_at;id;id_str;text;source;truncated;in_reply_to_status_id;in_reply_to_status_id_str;in_reply_to_user_id;in_reply_to_user_id_str;in_reply_to_screen_name;geo;coordinates;place;contributors;quoted_status_id;quoted_status_id_str;quoted_status;quoted_status_permalink;is_quote_status;extended_entities;possibly_sensitive;filter_level;lang;timestamp_ms;user_id;user_id_str;user_screen_name;user_location;user_description;user_protected;user_verified;user_followers_count;user_friends_count;user_created_at;entities_screen_name;entities_name;entities_id;entities_id_str
Tue Feb 01 12:05:20 +0000 2022;1488483604212719616;1488483604212719616;RT @DaniloGentili: Vai pra tua mansão em Brasília também. Vocês todos são Vagabundos. https://t.co/MRBTcmB9x1;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";False;;;;;;;;;;1487758701855449088;1487758701855449088;1487758701855449088;;True;;False;low;pt;1643717120589;1465288129800290307;1465288129800290307;BrunoFe36287462;;;False;False;0;28;Mon Nov 29 11:55:04 +0000 2021;DaniloGentili;Danilo Gentili;14213711;14213711
