created_at;id;id_str;text;source;truncated;in_reply_to_status_id;in_reply_to_status_id_str;in_reply_to_user_id;in_reply_to_user_id_str;in_reply_to_screen_name;geo;coordinates;place;contributors;quoted_status_id;quoted_status_id_str;quoted_status;quoted_status_permalink;is_quote_status;possibly_sensitive;filter_level;lang;timestamp_ms;user_id;user_id_str;user_screen_name;user_location;user_description;user_protected;user_verified;user_followers_count;user_friends_count;user_created_at;entities_screen_name;entities_name;entities_id;entities_id_str
Tue Feb 01 12:04:57 +0000 2022;1488483508720918534;1488483508720918534;RT @guicatini: @senadorhumberto https://t.co/AnMZ0BT2UC;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";False;;;;;;;;;;1488192175477301256;1488192175477301256;1488192175477301256;;True;False;low;und;1643717097822;1433913989680009225;1433913989680009225;1984Patriota;;;False;False;1324;1264;Fri Sep 03 22:05:27 +0000 2021;guicatini;Guilherme Catini;801983517043388416;801983517043388416
Tue Feb 01 12:04:57 +0000 2022;1488483508720918534;1488483508720918534;RT @guicatini: @senadorhumberto https://t.co/AnMZ0BT2UC;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";False;;;;;;;;;;1488192175477301256;1488192175477301256;1488192175477301256;;True;False;low;und;1643717097822;1433913989680009225;1433913989680009225;1984Patriota;;;False;False;1324;1264;Fri Sep 03 22:05:27 +0000 2021;senadorhumberto;Humberto Costa;76049312;76049312
