created_at;id;id_str;text;source;truncated;in_reply_to_status_id;in_reply_to_status_id_str;in_reply_to_user_id;in_reply_to_user_id_str;in_reply_to_screen_name;geo;coordinates;place;contributors;quoted_status_id;quoted_status_id_str;quoted_status;quoted_status_permalink;is_quote_status;possibly_sensitive;filter_level;lang;timestamp_ms;user_id;user_id_str;user_screen_name;user_location;user_description;user_protected;user_verified;user_followers_count;user_friends_count;user_created_at;entities_screen_name;entities_name;entities_id;entities_id_str
Tue Feb 01 12:02:00 +0000 2022;1488482763548332039;1488482763548332039;RT @busao_no: Como eu sempre disse: Bolsonaro é protetor de corrupto https://t.co/XmHZQKrYMr;"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">www.instagram.com/tevinobuzao/</a>";False;;;;;;;;;;1488474143788044294;1488474143788044294;1488474143788044294;;True;False;low;pt;1643716920159;1406298399629103105;1406298399629103105;tevinobuzao2;;"Esse perfil da suporte ao perfil @tevinobuzao 
Fazendo o mesmo que ele faz...";False;False;638;3;Sat Jun 19 17:12:13 +0000 2021;busao_no;Pierre;1204370729548029952;1204370729548029952
