created_at;id;id_str;text;source;truncated;in_reply_to_status_id;in_reply_to_status_id_str;in_reply_to_user_id;in_reply_to_user_id_str;in_reply_to_screen_name;geo;coordinates;place;contributors;is_quote_status;filter_level;lang;timestamp_ms;user_id;user_id_str;user_screen_name;user_location;user_description;user_protected;user_verified;user_followers_count;user_friends_count;user_created_at;entities_screen_name;entities_name;entities_id;entities_id_str
Tue Feb 01 12:09:27 +0000 2022;1488484639371112450;1488484639371112450;RT @LulaOficial: O que as pesquisas mostram é que o povo tá cansado do Bolsonaro. O povo está querendo realizar seus sonhos e esse governo…;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";False;;;;;;;;;;False;low;pt;1643717367390;1192785337904455685;1192785337904455685;Joomarc02282883;;"(Cruzeiro Esporte Clube 💙🤍)
( Seleção Brasileira 🇧🇷)
(Real Madrid 🤍)
( Estação Primeira de Mangueira 💚💗)
( #Lula2022🌟)
( #ForaBolsonaro)";False;False;80;1074;Fri Nov 08 12:46:14 +0000 2019;LulaOficial;Lula;2670726740;2670726740
