created_at;id;id_str;text;source;truncated;in_reply_to_status_id;in_reply_to_status_id_str;in_reply_to_user_id;in_reply_to_user_id_str;in_reply_to_screen_name;geo;coordinates;place;contributors;is_quote_status;filter_level;lang;timestamp_ms;user_id;user_id_str;user_screen_name;user_location;user_description;user_protected;user_verified;user_followers_count;user_friends_count;user_created_at;entities_screen_name;entities_name;entities_id;entities_id_str
Tue Feb 01 12:08:21 +0000 2022;1488484363683700738;1488484363683700738;RT @paulofr14132397: HOJE 01/02/22 BOLSONARO COMEMORA +DE 3 ANOS  (1.197 DIAS) SEM UM CASO DE CORRUPÇÃO NO GOV FEDERAL  E NAO FOI POR FALTA…;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";False;;;;;;;;;;False;low;pt;1643717301661;3052522789;3052522789;nmsc65;rio de janeiro;❤️Mãe de Paulo Thor e Paulo Vinícius.❤️❤️🌹🌹Dourocabe Portucale Lisboa.Oficial de Cabeleireiro ✂️. Direita Consevadora Bolsonarista.🇧🇷;False;False;909;1302;Sun Mar 01 13:21:54 +0000 2015;paulofr14132397;Paulo Bolsonaro;1276478781679681538;1276478781679681538
