created_at;id;id_str;text;source;truncated;in_reply_to_status_id;in_reply_to_status_id_str;in_reply_to_user_id;in_reply_to_user_id_str;in_reply_to_screen_name;geo;coordinates;place;contributors;quoted_status_id;quoted_status_id_str;quoted_status;quoted_status_permalink;is_quote_status;filter_level;lang;timestamp_ms;user_id;user_id_str;user_screen_name;user_location;user_description;user_protected;user_verified;user_followers_count;user_friends_count;user_created_at;entities_screen_name;entities_name;entities_id;entities_id_str
Tue Feb 01 12:07:20 +0000 2022;1488484106589646849;1488484106589646849;"RT @PauloRi00006159: Vão lançar a Farofa Bolsonaro, também???
🤩";"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";False;;;;;;;;;;1488169827906773000;1488169827906773000;1488169827906773000;;True;low;pt;1643717240365;1298661888797093889;1298661888797093889;sidineisdias;RIO DE JANEIRO - RJ;"Sou conservador, brasileiro patriota. BOLSONARO até 2026.
#QueremosBolsonaroAte2026";False;False;1558;2141;Wed Aug 26 16:42:29 +0000 2020;PauloRi00006159;Paulo Silva;1477014613568929794;1477014613568929794
