created_at;id;id_str;text;source;truncated;in_reply_to_status_id;in_reply_to_status_id_str;in_reply_to_user_id;in_reply_to_user_id_str;in_reply_to_screen_name;geo;coordinates;place;contributors;is_quote_status;possibly_sensitive;filter_level;lang;timestamp_ms;user_id;user_id_str;user_screen_name;user_location;user_description;user_protected;user_verified;user_followers_count;user_friends_count;user_created_at;entities_screen_name;entities_name;entities_id;entities_id_str
Tue Feb 01 12:05:30 +0000 2022;1488483646080262145;1488483646080262145;RT @diogomainardi: Só a desistência de Bolsonaro pode impedir a vitória de Lula https://t.co/3I1Jq06Fub;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";False;;;;;;;;;;False;False;low;pt;1643717130571;809481092;809481092;edmortcarl;;;False;False;128;33;Fri Sep 07 19:45:59 +0000 2012;diogomainardi;diogomainardi;15249841;15249841
