created_at;id;id_str;text;source;truncated;in_reply_to_status_id;in_reply_to_status_id_str;in_reply_to_user_id;in_reply_to_user_id_str;in_reply_to_screen_name;geo;coordinates;place;contributors;quoted_status_id;quoted_status_id_str;quoted_status;quoted_status_permalink;is_quote_status;filter_level;lang;timestamp_ms;user_id;user_id_str;user_screen_name;user_location;user_description;user_protected;user_verified;user_followers_count;user_friends_count;user_created_at;entities_screen_name;entities_name;entities_id;entities_id_str
Tue Feb 01 12:05:04 +0000 2022;1488483536046858243;1488483536046858243;RT @heimdal_: Tá certíssimo 👏🏻👏🏻👏🏻👏🏻👏🏻;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";False;;;;;;;;;;1488327683859697665;1488327683859697665;1488327683859697665;;True;low;pt;1643717104337;711134065;711134065;pedrossn01;;Gremista, patriota, antiesquerda;False;False;2082;2908;Sun Jul 22 19:13:56 +0000 2012;heimdal_;MAD for Hipócritas 😎🇧🇷🇺🇸👉🏻👉🏻;1239960381038243842;1239960381038243842
