created_at;id;id_str;text;source;truncated;in_reply_to_status_id;in_reply_to_status_id_str;in_reply_to_user_id;in_reply_to_user_id_str;in_reply_to_screen_name;geo;coordinates;place;contributors;quoted_status_id;quoted_status_id_str;quoted_status;quoted_status_permalink;is_quote_status;possibly_sensitive;filter_level;lang;timestamp_ms;user_id;user_id_str;user_screen_name;user_location;user_description;user_protected;user_verified;user_followers_count;user_friends_count;user_created_at;entities_screen_name;entities_name;entities_id;entities_id_str
Tue Feb 01 12:03:19 +0000 2022;1488483096395751428;1488483096395751428;RT @CR18323465: FORA BOLSONARO! https://t.co/9Yg02fFXTV;"<a href=""https://twitter.com/bozo_bot"" rel=""nofollow"">Bozo Bot</a>";False;;;;;;;;;;1488243850107924483;1488243850107924483;1488243850107924483;;True;False;low;es;1643716999516;1263561100748107776;1263561100748107776;bozo_bot;;"Criado para retuitar todos os tuítes que contenha FORA BOLSONARO

@braganssao";False;False;5411;1;Thu May 21 20:03:44 +0000 2020;CR18323465;Carlos R;1480890417675751427;1480890417675751427
