created_at;id;id_str;text;source;truncated;in_reply_to_status_id;in_reply_to_status_id_str;in_reply_to_user_id;in_reply_to_user_id_str;in_reply_to_screen_name;geo;coordinates;place;contributors;quoted_status_id;quoted_status_id_str;quoted_status;quoted_status_permalink;is_quote_status;possibly_sensitive;filter_level;lang;timestamp_ms;user_id;user_id_str;user_screen_name;user_location;user_description;user_protected;user_verified;user_followers_count;user_friends_count;user_created_at;entities_screen_name;entities_name;entities_id;entities_id_str
Tue Feb 01 12:09:19 +0000 2022;1488484604906409989;1488484604906409989;RT @verinhabombard1: https://t.co/8O57ebvhdL;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";False;;;;;;;;;;1488305646097375235;1488305646097375235;1488305646097375235;;True;False;low;und;1643717359173;267405886;267405886;marcospocinhos;pocinhos-paraiba-brasil;sou professor de matematica, membro da civilização judaico-cristã ocidental, graças a Deus, cinema, leitura e vida com liberdade, casado com @lucianaestevam1;False;False;3652;4926;Wed Mar 16 22:14:10 +0000 2011;verinhabombard1;verinha bombardelli;1364721955992174593;1364721955992174593
